Title,Link,Salary,Description,Posted Date,Job Type
"confidential secretary (cbd, up to $ 6000/month)",https://www.randstad.com.sg/jobs/confidential-secretary-cbd-up-to-6000month_singapore_44686499/,"S$4,000 - S$6,000 per month, AWS + VB + attractive benefits","about the companyOur client, with the vision of being one of the best large-scale hotel brands in the country, is valued at about 3 billion USD at the moment, to be listed in the US. This role reports to their Chief Sales Officer, who has extensive team management and ground up sales experienceabout the jobAs an Executive Assistant, you will have the following responsibilities: - Book, coordinate and manage travel arrangements (across various timezone) for",posted 14 january 2025,permanent
claims manager (life insurance),https://www.randstad.com.sg/jobs/claims-manager-life-insurance_singapore_44686481/,"S$7,000 - S$8,000 per month, Bonus + Benefits + Flexi benefits","about the companyOur client, one of the largest life insurance company globally.about the jobIn this position as a Claims Manager for the Life Insurance team, you will be reporting to the HOD and work alongside with a team of Claims Specialists. You will be required to assess/process and approve claims for death, critical illness, disability, terminal illness & other complex claims within service turnaround time.The ideal incumbent must be able to manage c",posted 14 january 2025,permanent
executive assistant (private equity firm),https://www.randstad.com.sg/jobs/executive-assistant-private-equity-firm_singapore_44686022/,"S$6,000 - S$8,500 per year","about the companyA renowned global private equity firm is seeking an Executive Assistant to support its Investment Team. This newly created role provides an excellent opportunity to play a key role in the success of a prestigious organisation within a fast paced and dynamic environment.   about the jobIn this role, you will play a vital role in supporting a team of 3 to 5 senior stakeholders with calendar management, meeting coordination, travel arrangemen",posted 14 january 2025,permanent
deputy compliance lead,https://www.randstad.com.sg/jobs/deputy-compliance-lead_singapore_44685777/,,about the companyOur client is a Wholesale Bank looking to hire a deputy compliance head/ regulatory compliance officer to liaise with regulators as well as manage all compliance topics and risks across the business. about the jobDeputise the Head of Compliance and manage a small team of compliance officersSupport the business on all regulatory matters to ensure compliance with all MAS requirementsPerform gap analysis and interpretation on new and updated,posted 14 january 2025,permanent
compliance manager,https://www.randstad.com.sg/jobs/compliance-manager_singapore_44685776/,,about the companyOur client is a licensed Asset & Wealth Manager looking to recruit a Compliance Manager.about the jobOperate and manage an effective compliance monitoring program.Provide advice and guidance to management and all internal stakeholders on the company’s compliance with the Capital Market License requirements and all relevant Securities and Futures Act (SFA) & Financial Advisors Act (FAA) regulationsLiaison engagement with MAS and other regul,posted 14 january 2025,permanent
cyber threat hunter lead cth - proactive threat hunting,https://www.randstad.com.sg/jobs/cyber-threat-hunter-lead-cth-proactive-threat-hunting_singapore_44685773/,,"Permanent role with high job stability Sizable team with high investment in cyber security  About the companyOur Client is one of the most established companies within their industry. With aggressive plan in investing in security, they are now looking hire theirCyber Threat Hunter Lead (proactive threat hunting) to be based here in Singapore.About the jobYour role involves:Proactively and iteratively detect threats that evade security solutions, to reduce",posted 14 january 2025,permanent
mechanical maintenance team lead (chemical manufacturing),https://www.randstad.com.sg/jobs/mechanical-maintenance-team-lead-chemical-manufacturing_singapore_44685682/,"S$5,000 - S$7,500 per month, +AWS+VB","about the companyMy client is a leading consumer electronics manufacturing with an outstanding international reputation in its field and a great emphasis on training & development. With more than 20 years history, this is a great brand to join at an exicting time in their development.about the jobResponsible for the day to day equipment maintenanceParticipate in lean and continuous improvement assignmentCompile monthly production report( Output, Machine UP",posted 14 january 2025,permanent
accounts assistant (sap/west),https://www.randstad.com.sg/jobs/accounts-assistant-sapwest_singapore_44685466/,"S$3,500 - S$4,500 per month","about the companyMy client is a reputable company within the logistics/shipping sector and ongoing commitment to improve their business functions, they are now looking to recruit a high caliber and dynamic individual to join their team as an AP Assistant.about the roleReporting to the Manager, you will be responsible for Accounts Payable duties including month end closings, processing vendor invoices, cash and flux analysis, reconciliations through SAP and",posted 14 january 2025,contract
it executive,https://www.randstad.com.sg/jobs/it-executive_singapore_44685362/,"S$4,000 - S$4,800 per month","Travelling required : Malaysia, Thailand & Europe (once a year)100+ users across SEA regionsNewly created role about the companyMy client is currently seeking an IT Executive capable of providing comprehensive IT support and managing incidents and requests for end users and infrastructure topics. This role is pivotal in ensuring the seamless operation of end user devices, IT systems, and networks. about the jobProvide IT support and manage incidents and re",posted 14 january 2025,permanent
group hr manager - manufacturing (west singapore),https://www.randstad.com.sg/jobs/group-hr-manager-manufacturing-west-singapore_singapore_44685357/,"S$6,000 - S$8,000 per month, AWS","about the companyOur client is a well established company in the manufacturing industry. Currently, they are in search of a HR Manager to join their team. about the jobReporting to the General Manager, you will be responsible to: Lead and develop the HR team to align with budget and regulatory standards.Oversee HR programs to meet current and future needs and collaborate with relevant stakeholders to develop local HR strategies that is in line with company",posted 14 january 2025,permanent
it director / head of it,https://www.randstad.com.sg/jobs/it-director-head-of-it_singapore_44685241/,,"Regional role with concrete project timelineOpportunity to lead IT digital transformation About the companyOur Client is a market leader within their industry. They have a well-established presence of more than 30 years. With rapid expansion plan, they are now looking for a IT Director/ Head of IT to join their team. About the jobYour role involves: Managing IT demands from senior business stakeholders - setting and managing their expectations, identifying",posted 14 january 2025,permanent
cto  / vp of engineering it digital & innovation,https://www.randstad.com.sg/jobs/cto-vp-of-engineering-it-digital-innovation_singapore_44685240/,,"Grow together with one of the fastest growing companyOpportunity to lead IT transformation project About the companyOur Client is a fast growing technology company. With more than 10 million revenue,  they are ready to invest more in IT to improve their revenue. As such, they are now looking for a new CTO / VP of Engineering / Software engineering Manager to join their team.  About the jobReporting to the CEO, your role involves:Ensuring the overall stabil",posted 14 january 2025,permanent
marketing manager-it solutions,https://www.randstad.com.sg/jobs/marketing-managerit-solutions_singapore_44685239/,"S$7,000 - S$8,000 per month","About the role I am representing a global leader in digital services and IT solutions, they are seeking a dynamic Marketing Manager to drive brand visibility, lead generation, and customer engagement. The ideal candidate will develop and execute strategic marketing initiatives to position them as a key player in the digital transformation landscape, focusing on innovative IT solutions such as cloud computing, IoT, and cybersecurity.About the company Report",posted 14 january 2025,permanent
"data scientist python, machine learning or ai",https://www.randstad.com.sg/jobs/data-scientist-python-machine-learning-or-ai_singapore_44685237/,,"Lead digital transformation through AI Support from senior business stakeholders (AI have been utilized by the company for more than 4 years) About the companyOur Client is one of the most established companies within their industry. They have a well-established presence of more than 15 years with a global footprint of more than 5 countries. With aggressive plan in investing in IT, they are now looking hire their AI Engineer to be based here in Singapore.A",posted 14 january 2025,permanent
principal or lead software engineer java.& python,https://www.randstad.com.sg/jobs/principal-or-lead-software-engineer-java-python_singapore_44685236/,,"Autonomy to make key decision for software engineering Engagement with senior business stakeholdersAbout the companyOur Client is one of the most established companies within their industry. They have a well-established presence of more than 15 years with a global footprint of more than 5 countries. With aggressive plan in investing in IT, they are now looking hire their Lead Software Engineer / Software Engineering Lead - Java. NodeJS & Python to be based",posted 14 january 2025,permanent
marketing manager- reit,https://www.randstad.com.sg/jobs/marketing-manager-reit_singapore_44685235/,"S$5,500 - S$6,500 per month","About the clientI am representing a leading property management and real estate company renowned for its extensive portfolio of retail malls across the region. They are currently looking for a  Marketing Manager to lead the development and execution of comprehensive marketing strategies that enhance the visibility, footfall, and overall brand value of a prominent retail destination.About the role,Reporting to the Senior Marketing Manager, your key responsi",posted 14 january 2025,permanent
product development manager (health insurance),https://www.randstad.com.sg/jobs/product-development-manager-health-insurance_singapore_44685234/,,"About the companyOur client is a well established life & health insurance company.  About the jobYou will be responsible for developing and enhancing health insurance products. Key responsibilities include conducting market research, drafting product specifications and training materials, and collaborating with various teams. The role also involves preparing product launch communications, and supporting post-launch monitoring and performance reviews. Skill",posted 14 january 2025,permanent
regional risk & compliance manager,https://www.randstad.com.sg/jobs/regional-risk-compliance-manager_singapore_44685231/,,"About the companyA regional role with our client who is a renowned insurance company.  About the jobYou will be responsible for the Asia Pacific region, overseeing governance, risk and compliance across the region, ensuring adherence to regulatory requirements and managing relationships with regulators. This includes monitoring legislative changes, maintaining control frameworks, managing incident escalations, and providing advisory on compliance matters.",posted 14 january 2025,permanent
senior system engineer / infrastructure engineer - m365 / o365,https://www.randstad.com.sg/jobs/senior-system-engineer-infrastructure-engineer-m365-o365_singapore_44685230/,,"Exposure to latest technologies Cloud AzureRegional roleAbout the companyOur Client is an established company within their industry. They have a well-established presence of more than 20 years with a global footprint of more than 20 countries. With rapid expansion plan, they are now looking for an Senior System Engineer / System Administrator ( Azure, O365, Office365) to join their team.About the jobReporting to the IT Manager, your role involves:Designing",posted 14 january 2025,permanent
finance transformation manager (contract),https://www.randstad.com.sg/jobs/finance-transformation-manager-contract_singapore_44685229/,,"About the companyOur client is a renowned global life insurance company.  About the jobThis role requires a combination of strong finance knowledge, attention to detail, and effective coordination with multiple stakeholders. You will support daily business activities during system transitions and provide governance oversight on testing and implementation. Key responsibilities include:Perform User Acceptance Testing (UAT) for the accounting system change pr",posted 14 january 2025,permanent
a1 project architectural design manager (lta mrt project),https://www.randstad.com.sg/jobs/a1-project-architectural-design-manager-lta-mrt-project_singapore_44681070/,"S$8,000 - S$13,000 per month, +AWS+VB","about the companyOur client is one of the A1 main contractor. They’re on a look out for a Architectural Design Manager to join their dynamic team during an exciting time in their development.about the jobApproved and review architectural drawings and specificationPlan, design and supervise the construction of the LTA MRT ProjectProduces conceptual plans, renderings, and documentsCarry out Architectural work scheduling, material requisition, cost control, p",posted 13 january 2025,permanent
trade support manager  - agri commodities,https://www.randstad.com.sg/jobs/trade-support-manager-agri-commodities_singapore_44681042/,"S$6,500 - S$7,500 per month, aws, annual leaves, CBD","about the companyMy client is a MNC agriculture commodities clients. They are looking for a Trade Support Manager to join the team, welcome other commodities background. about the jobHandle all operational activities related to trade support, shipping document preparation, L/C Lead a team of operations, manage large-scale contracts Oversee bulk vessel shipments, ensure all shipments are in line with regulations Work closely with traders, shipping team, int",posted 13 january 2025,permanent
"broking executive, reinsurance",https://www.randstad.com.sg/jobs/broking-executive-reinsurance_singapore_44680970/,"S$5,000 - S$6,500 per month, Bonus + Benefits","about the clientOur client, one of the reinsurance arms of a leading global insurer and offering reinsurance services to brokers and insurers in all major markets.about the jobIn this position as an Reinsurance Broking Executive, you will be expected to support the treaty reinsurance business units and provide pre-bind/post-bind underwriting support across all business classes. You will be required to work with offices across the region and ensure alignmen",posted 13 january 2025,permanent
cybersecurity architect,https://www.randstad.com.sg/jobs/cybersecurity-architect_singapore_44680575/,"S$6,500 - S$7,500 per month","Stable company Provides architectural guidance and solutions Involve in developing and implementing cybersecurity strategiesabout the companyWe are seeking a skilled Cybersecurity Architect with a strong IT infrastructure background to design, implement, and manage security solutions across the technology landscape. The ideal candidate will have a deep understanding of networks, systems, and cloud environments, coupled with hands-on experience in implement",posted 13 january 2025,permanent
marine hull underwriter (direct & fac),https://www.randstad.com.sg/jobs/marine-hull-underwriter-direct-fac_singapore_44680551/,"S$8,000 - S$10,000 per month, Bonus + Benefits","About the company Our client, one of reputable reinsurance companies, with a strong presence in the asia pacific region.About the job In this position as a Marine Hull Underwriter, you will be responsible for evaluating and underwriting marine hull risks within the reinsurance space. Your role will focus on assessing large and complex marine hull risks and developing reinsurance programs that align with both client needs and the company's risk appetite. Yo",posted 13 january 2025,permanent
"senior executive, compliance (market conduct)",https://www.randstad.com.sg/jobs/senior-executive-compliance-market-conduct_singapore_44680165/,,"About the companyOur client is a leading insurance financial advisory firm. This is a newly created headcount due to business expansion.  About the jobThe role involves ensuring that the company’s representatives meet compliance and competence standards, following regulatory and industry guidelines. The Senior Compliance Executive will conduct reviews, client surveys, and investigations, ensuring all necessary documentation and standards are met. You will",posted 13 january 2025,permanent
senior system engineer / infrastructure engineer - m365 / o365,https://www.randstad.com.sg/jobs/senior-system-engineer-infrastructure-engineer-m365-o365_singapore_44680116/,,"Exposure to latest technologies Cloud AzureRegional roleAbout the companyOur Client is an established company within their industry. They have a well-established presence of more than 20 years with a global footprint of more than 20 countries. With rapid expansion plan, they are now looking for an Senior System Engineer / System Administrator ( Azure, O365, Office365) to join their team.About the jobReporting to the IT Manager, your role involves:Designing",posted 13 january 2025,permanent
regional pricing analyst,https://www.randstad.com.sg/jobs/regional-pricing-analyst_singapore_44680112/,,"about the companyOur Client is a global leading MNC in the industrial sector they operate in, renowned for progressive and innovative organization dedicated to driving strategic growth across the Asia-Pacific region. As a Pricing Analyst, you will be at the heart of key financial decisions, working closely with the Pricing Manager to shape pricing strategies that boost profitability and operational efficiency. This is an exciting opportunity to contribute",posted 13 january 2025,permanent
product development manager (health insurance),https://www.randstad.com.sg/jobs/product-development-manager-health-insurance_singapore_44680095/,,"About the companyOur client is a well established life & health insurance company.  About the jobYou will be responsible for developing and enhancing health insurance products. Key responsibilities include conducting market research, drafting product specifications and training materials, and collaborating with various teams. The role also involves preparing product launch communications, and supporting post-launch monitoring and performance reviews. Skill",posted 13 january 2025,permanent
"hr executive (recruitment, strategies and projects)",https://www.randstad.com.sg/jobs/hr-executive-recruitment-strategies-and-projects_singapore_44680080/,"S$3,500 - S$5,500 per month, bonus & benefits","about the companyOur client is a market leading Retail MNC, currently recruiting for a HR Executive/ Senior Executive (recruitment, strategies and projects) to join the HR team. about the jobReporting to the HR Manager, you will be part of a HR team in managing HR activities and projects, including but not limited to:Recruitment (60-70%)Manage the end-to-end recruitment process, including sourcing, screening, interviewing, and offer managementUtilize vario",posted 13 january 2025,permanent
hr services specialist (yearly renewable contract),https://www.randstad.com.sg/jobs/hr-services-specialist-yearly-renewable-contract_singapore_44680079/,"S$3,000 - S$4,500 per month, bonus & benefits","About the company       Our client is a market leading FMCG MNC with operations across the globe. They are currently recruiting for a Regional HR Services Specialist to join the Regional HR Team. Candidates who are passionate about providing excellent HR services and keen to develop with the team are welcomed to apply. About the jobWorking in the Regional Human Resources team, this role will require you to liaise with Singapore and regional offices to admi",posted 13 january 2025,contract
regional payroll & benefits manager,https://www.randstad.com.sg/jobs/regional-payroll-benefits-manager_singapore_44680076/,"S$7,000 - S$9,000 per month, bonus & benefits","about the companyOur client is a well established, innovative tech company looking for Regional Payroll & Benefits Manager. about the jobReporting to the Head of HR, this is an individual contributor role. Your job scope includes but is not limited to:- Lead payroll function in the company, in charge of end to end payroll processing and vendor management, ensuring accuracy and compliance within timeline- Manage benefits programs and processes such as polic",posted 13 january 2025,permanent
"data scientist python, machine learning or ai",https://www.randstad.com.sg/jobs/data-scientist-python-machine-learning-or-ai_singapore_44680050/,,"Lead digital transformation through AI Support from senior business stakeholders (AI have been utilized by the company for more than 4 years) About the companyOur Client is one of the most established companies within their industry. They have a well-established presence of more than 15 years with a global footprint of more than 5 countries. With aggressive plan in investing in IT, they are now looking hire their AI Engineer to be based here in Singapore.A",posted 13 january 2025,permanent
hr assistant manager - industrial,https://www.randstad.com.sg/jobs/hr-assistant-manager-industrial_singapore_44680042/,"S$5,000 - S$8,000 per month, with AWS and VB","about the companyPresent in over 60 countries, our client is a multinational firm in the construction industry. They are looking for an experienced Assistant HR Manager to focus on recruitment and talent management for the corporate employees. about the jobThis is a newly created role who will report to the Senior HR Manager. Supporting the Singapore office, you will: Oversee and focus on areas including talent acquisition, performance management, budget a",posted 13 january 2025,permanent
banking paralegal,https://www.randstad.com.sg/jobs/banking-paralegal_singapore_44680041/,,"about the companyYou will be joining a highly rated, international law firm with offices across the region and around the globe within its network.about the jobYou will be an experienced banking finance paralegal that will be involved in the preparation and drafting of various financial transactions, ancillary checklists and loan agreements. You will also be involved in ACRA documentation support and searches. about the manager/teamYou will be working with",posted 13 january 2025,permanent
senior system engineer / infrastructure engineer - m365 / o365,https://www.randstad.com.sg/jobs/senior-system-engineer-infrastructure-engineer-m365-o365_singapore_44680039/,,"Exposure to latest technologies Cloud AzureRegional roleAbout the companyOur Client is an established company within their industry. They have a well-established presence of more than 20 years with a global footprint of more than 20 countries. With rapid expansion plan, they are now looking for an Senior System Engineer / System Administrator ( Azure, O365, Office365) to join their team.About the jobReporting to the IT Manager, your role involves:Designing",posted 13 january 2025,permanent
principal / lead software engineer java.& python,https://www.randstad.com.sg/jobs/principal-lead-software-engineer-java-python_singapore_44680038/,,"Autonomy to make key decision for software engineering Engagement with senior business stakeholdersAbout the companyOur Client is one of the most established companies within their industry. They have a well-established presence of more than 15 years with a global footprint of more than 5 countries. With aggressive plan in investing in IT, they are now looking hire their Lead Software Engineer / Software Engineering Lead - Java. NodeJS & Python to be based",posted 13 january 2025,permanent
apac talent acquisition coordinator (renewable contract),https://www.randstad.com.sg/jobs/apac-talent-acquisition-coordinator-renewable-contract_singapore_44680037/,"S$3,000 - S$4,000 per month, bonus & benefits","about the companyOur client is a Fortune 500 MNC with outstanding international reputation in its field and great emphasis on developing and investing their people. With presence across the globe, this well-recognised brand within their industry vertical offers a great working environment in their Singapore office as an APAC HQ. about the jobAs an APAC TA Coordinator, you will manage the end to end coordination of recruitment activities for countries withi",posted 13 january 2025,permanent
senior system engineer / infrastructure engineer - m365 / o365,https://www.randstad.com.sg/jobs/senior-system-engineer-infrastructure-engineer-m365-o365_singapore_44680024/,,"Exposure to latest technologies Cloud AzureRegional roleAbout the companyOur Client is an established company within their industry. They have a well-established presence of more than 20 years with a global footprint of more than 20 countries. With rapid expansion plan, they are now looking for an Senior System Engineer / System Administrator ( Azure, O365, Office365) to join their team.About the jobReporting to the IT Manager, your role involves:Designing",posted 13 january 2025,permanent
oracle hr analyst / oracle hrms specialist,https://www.randstad.com.sg/jobs/oracle-hr-analyst-oracle-hrms-specialist_singapore_44680023/,,"Concrete project timelinesExposure to latest technology ( Oracle Fusion Cloud ) About the companyOur Client is a MNC with offices across Asia, Europe and US. As part of their expansion plan in Singapore, they are now hiring for a Oracle HCM Consultant / Oracle HRIS Specialist to join their team.ResponsibilitiesYour role involves:Providing support and implementation of Oracle HCM (Oracle Core HR, Payroll, Talent Management, Recruitment and etc)Translating b",posted 13 january 2025,permanent
hr business partner - automotive,https://www.randstad.com.sg/jobs/hr-business-partner-automotive_singapore_44680012/,"S$4,000 - S$5,500 per month, with AWS and VB","about the companyOur client is an automotive company with a global presence in over 60 different countries. Singapore is their APAC headquarter and they are looking for a motivated and independent HR Business Partner to work closely with the regional Centre of Excellences based in Singapore to support its local operations.about the jobReporting into the Head of HR based in Singapore, you will:Manage HR processes with managers including performance manageme",posted 13 january 2025,permanent
hr and admin executive - engineering,https://www.randstad.com.sg/jobs/hr-and-admin-executive-engineering_singapore_44680000/,"S$3,500 - S$5,000 per month, with AWS and VB","about the companyOur client is an established firm in the engineering sector. They are looking for an experienced HR and Admin to support its local operations.about the jobReporting to the Director, this role will be supporting the local employees on HR and administrative matters. You will: Oversee and support the full spectrum of HR including recruitment, performance management, payroll, insurance, HR operationsPoint of contact for employees inquiries Dri",posted 13 january 2025,permanent
corporate banking rm (large corporates),https://www.randstad.com.sg/jobs/corporate-banking-rm-large-corporates_singapore_44679998/,,about the companyOur client is a well-known and established regional bank with large assets with global branches and a strong client network in Singapore and APAC region. The corporate banking team handling large top-tier local and regional corporates has an approved headcount for an RM.about the jobBuilding and maintaining client relationships via client visits and calls to maximise business opportunities and making sure new and existing deals align with,posted 13 january 2025,permanent
fp&a assistant manager,https://www.randstad.com.sg/jobs/fpa-assistant-manager_singapore_44679996/,"S$6,500 - S$7,500 per month, AWS and variable bonus","about the companyLong standing history and strong global operations, this company has been growing aggressively organically and through acquisitions. Constantly innovating to meet the changing consumer needs and behaviours while expanding their global market share, they are now looking for an FP&A Assistant Manager (regional role) to help with the growing needs of the business.about the jobYou will be involved in management reporting, including forecasting",posted 13 january 2025,permanent
"relationship manager - corporate banking, local large corps",https://www.randstad.com.sg/jobs/relationship-manager-corporate-banking-local-large-corps_singapore_44679994/,,"about the companyOur client is an established regional bank, with a strong client network in Singapore and Asia Pacific. They are currently looking for a Relationship Manager for its Corporate Banking team to manage local large corporate and regional clients.about the jobEstablish and maintain new and existing client relationshipsIdentify client business needs, providing solution via the bank’s suite of corporate banking products and cross-sell products to",posted 13 january 2025,permanent
vp – it / technology delivery lead (transaction filtering),https://www.randstad.com.sg/jobs/vp-it-technology-delivery-lead-transaction-filtering_singapore_44679599/,"S$14,000 - S$17,000 per month","about the roleBe the subject matter expert in technology and functional aspects related to regulatory and compliance operationsDesign, implement, and optimize compliance technology solutions, including AML monitoring and sanctions screening.Ensure systems align with local and international regulatory requirements, such as MAS guidelines and FATF standards.Collaborate with compliance, IT, and business teams to translate requirements into functional technolo",posted 12 january 2025,permanent
shift production supervisor (semiconductor mfg) | east,https://www.randstad.com.sg/jobs/shift-production-supervisor-semiconductor-mfg-east_singapore_44674893/,"S$3,500 - S$4,500 per month, AWS + VB + Shift Allowances","Company Overview:Our client is a global leader in the development of advanced optical and photomask blank technologies. They specialize in the production of critical components used in semiconductor manufacturing, contributing to the development of the latest-generation chips that power applications such as artificial intelligence, high-performance computing, and 5G. Committed to innovation and environmental sustainability, the company fosters a dynamic wo",posted 10 january 2025,permanent
head of integrated facilities management,https://www.randstad.com.sg/jobs/head-of-integrated-facilities-management_singapore_44673641/,"S$11,000 - S$16,000 per month, AWS + VB",about the companyclient is a leading provider in the facilities management sector. They are seeking a Head of Integrated Facilities Management to manage their business and government projects.about the jobManage a large team of 300 employeesClient/Stakeholder ManagementDrive the financial growth of the divisionAdhere to all Client contract requirements and strive to meet or surpass Key Performance IndicatorsAddress all facilities management challenges.skil,posted 10 january 2025,permanent
head of leasing (retail),https://www.randstad.com.sg/jobs/head-of-leasing-retail_singapore_44673469/,"S$15,000 - S$20,000 per month, AWS + VB","about the companyOur client is one of the most renowned REITs companies in Singapore. They are currently seeking a Head of Leasing to oversee the management of their retail malls.about the jobDevelop, review, and implement trade mix, mall positioning, and leasing strategies for retail spaces.Participate in lease negotiations and documentation for new leases and renewals.Prepare marketing materials, conduct site inspections for prospective tenants, and main",posted 10 january 2025,permanent
senior business development manager (contract logistics),https://www.randstad.com.sg/jobs/senior-business-development-manager-contract-logistics_singapore_44673341/,"S$13,000 - S$18,000 per month, Commission + Performance Bonus","about the companyOur client is a US-based company specializing in contract logistics solutions. They are seeking a Senior Business Development Manager (hunter) to drive business expansion and growth.about the jobExpand market share in current markets and capitalize on new business development opportunities.Lead and oversee project activities with the company and the customer’s cross-functional teams, ensuring alignment with the scope of the contractual agr",posted 10 january 2025,permanent
operations director (luxury fragrance house),https://www.randstad.com.sg/jobs/operations-director-luxury-fragrance-house_singapore_44673331/,"S$7,000 - S$9,500 per month, Performance Bonus","about the companyOur client is a high-end fragrance brand inspired by Asian influences. Reporting directly to the CEO, they are seeking a Head of Supply Chain to manage inventory levels and lead demand forecasting efforts.about the jobProduction Project Management: Lead a team to oversee the entire perfume production process, ensuring adherence to high-quality standards and operational efficiency.Warehouse Management: Implement inventory projections and en",posted 10 january 2025,permanent
customer service executive / order fulfilment,https://www.randstad.com.sg/jobs/customer-service-executive-order-fulfilment_singapore_44673325/,"S$3,000 - S$3,600 per month, VB","about the companyOur client is a European multinational company specializing in electronics. They are seeking a customer service executive to handle order processing and coordinate shipments. The company operates on a smaller scale and prefers a self-sufficient individual, as they do not engage in micromanagement. There is hybrid work arrangement for this role.about the jobQuotations to clientOrder processingHandling customers' enquiries via email or phone",posted 10 january 2025,permanent
legal counsel - commercial contracts,https://www.randstad.com.sg/jobs/legal-counsel-commercial-contracts_singapore_44673243/,,"About Our ClientOur client is a US-based financial institution, with a track record of success and respected globally in the space that they operate in. Due to growth in the business, they have a newly created role for a Legal Counsel to support the Asia Pacific commercial contracts portfolio to be based in Singapore. This is an exciting opportunity to be part of a fast paced, high growth and driven environment. ResponsibilitiesReporting to a Senior Attorn",posted 10 january 2025,permanent
hr manager (compensation & benefits) - manufacturing (east),https://www.randstad.com.sg/jobs/hr-manager-compensation-benefits-manufacturing-east_singapore_44673196/,"S$6,000 - S$7,500 per month, with AWS","about the companyOur client is a well-regarded European MNC in the manufacturing sector.   about the jobReporting to the HR Director, you will be responsible for two key areas:Compensation & Benefits: Ensure compliance with legal statutory regulations (e.g., MOM, RBA) and global requirements in Compensation & Benefits (C&B).Benchmark compensation packages against companies in manufacturing, contract manufacturing, and semiconductor industries to maintain c",posted 10 january 2025,permanent
finance manager (fp&a),https://www.randstad.com.sg/jobs/finance-manager-fpa_singapore_44672585/,"S$6,000 - S$6,500 per month, AWS and variable bonus","Long standing history and strong global operations, this company has been growing aggressively organically and through acquisitions. Constantly innovating to meet the changing consumer needs and behaviours while expanding their global market share, they are now looking for 2 high calibre Assistant Managers (newly created headcounts) to help in the FP&A team.about the jobYou will ensure the prompt delivery of monthly/quarterly management reports, reviewing",posted 10 january 2025,permanent
"accounting manager, emea (life sciences)",https://www.randstad.com.sg/jobs/accounting-manager-emea-life-sciences_singapore_44671903/,"S$7,000 - S$10,000 per month","About the companyOur client, a life sciences firm, is currently seeking an Accounting Manager to join their team. This is a newly created position in Singapore, driven by the evolving needs of the business. About the jobThis role is responsible for overseeing the EMEA Financial Accounting, including General Ledger (GL) accounting, with the support of BPO providers. Key duties include collaborating with offshored service providers for financial statement pr",posted 10 january 2025,permanent
"head of accounting, europe (medical devices)",https://www.randstad.com.sg/jobs/head-of-accounting-europe-medical-devices_singapore_44671897/,"S$15,000 - S$20,000 per month","About the companyOur client, a leading medical devices firm, is currently seeking a Head of Accounting to join their team. This is a newly created position in Singapore, driven by the evolving needs of the business. About the jobReporting to the VP of Finance, you will lead a team managing accounting, finance, and financial reporting for the Europe entities, including overseeing the annual audit and delivering consolidated regional reporting. You will mana",posted 10 january 2025,permanent
part time receptionist,https://www.randstad.com.sg/jobs/part-time-receptionist_singapore_44671834/,,"1 year adhoc part time receptionist located in Raffles Place Paying up to $15/hour with experiences  about the company A reputable banking client is looking for a Receptionist to create a great working environment for stakeholders and visitors. This role, based in Singapore, is responsible for leading the SG Team in providing a safe, efficient, and enjoyable working environment.  about the role Reporting to the office Manager and Hong Kong admin team You a",posted 10 january 2025,permanent
pricing actuary (reinsurance),https://www.randstad.com.sg/jobs/pricing-actuary-reinsurance_singapore_44671797/,,"About the companyOur client is a renowned leading global reinsurance company.  About the jobYou will be responsible for providing technical pricing expertise to help achieve the company's strategic goals within the Group Line of Business. Key tasks include developing and maintaining pricing models, conducting actuarial analyses using both internal and external data, reviewing pricing referrals from reinsurance partners, and offering insights to external st",posted 10 january 2025,permanent
business continuity assistant manager,https://www.randstad.com.sg/jobs/business-continuity-assistant-manager_singapore_44669281/,"S$6,500 - S$7,500 per month, AWS and variable bonus","about the companyLong standing history and strong global operations, this company has been growing aggressively organically and through acquisitions. Constantly innovating to meet the changing consumer needs and behaviours while expanding their global market share, they are now looking for a high calibre Assistant Manager to help in the Risk team..about the jobThe role involves conducting regular internal control testing to identify process improvements an",posted 9 january 2025,permanent
enterprise risk management assistant manager,https://www.randstad.com.sg/jobs/enterprise-risk-management-assistant-manager_singapore_44669195/,"S$6,500 - S$7,500 per month, AWS and variable bonus","about the companyLong standing history and strong global operations, this company has been growing aggressively organically and through acquisitions. Constantly innovating to meet the changing consumer needs and behaviours while expanding their global market share, they are now looking for a high calibre Assistant Manager to help in the Enterprise Risk team.about the jobThe role involves enforcing risk governance processes, compliance monitoring, and harmo",posted 9 january 2025,permanent
sales support (west),https://www.randstad.com.sg/jobs/sales-support-west_tuas_44667136/,"S$2,800 - S$3,500 per month, AWS, bonuses","about the companyour client specialises in the distribution and manufacturing of high-performance alloys and precision-machined components. We are looking for a Sales Support Executive to manage sales orders and inventory.about the jobsupport customers with any enquiries or quotations, and process sales orders. collaborate with other departments to ensure goods delivered as per scheduleinventory management skills and experience requiredmin. 2 years in rele",posted 9 january 2025,permanent
