year,industry1,industry2,occupation1,resignation_rate
2017,manufacturing,"fabricated metal products, machinery and equipment",total,1.5
2017,manufacturing,"fabricated metal products, machinery and equipment","professional, managers, executive and technicians",1.1
2017,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.6
2017,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.8
2017,manufacturing,"electronic, computer and optical products",total,1.5
2017,manufacturing,"electronic, computer and optical products","professional, managers, executive and technicians",1.1
2017,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",1
2017,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",2.2
2017,manufacturing,transport equipment,total,1.4
2017,manufacturing,transport equipment,"professional, managers, executive and technicians",0.8
2017,manufacturing,transport equipment,"clerical, sales and services workers",1.1
2017,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.8
2017,manufacturing,other manufacturing industries,total,1.3
2017,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1.1
2017,manufacturing,other manufacturing industries,"clerical, sales and services workers",2.1
2017,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.3
2017,construction,construction,total,1.8
2017,construction,construction,"professional, managers, executive and technicians",1.6
2017,construction,construction,"clerical, sales and services workers",1.8
2017,construction,construction,"production and transport operators, cleaners and labourers",1.8
2017,services,wholesale and retail trade,total,2
2017,services,wholesale and retail trade,"professional, managers, executive and technicians",1.2
2017,services,wholesale and retail trade,"clerical, sales and services workers",3
2017,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",2
2017,services,transportation and storage,total,1.3
2017,services,transportation and storage,"professional, managers, executive and technicians",1
2017,services,transportation and storage,"clerical, sales and services workers",1.3
2017,services,transportation and storage,"production and transport operators, cleaners and labourers",1.5
2017,services,accommodation and food services,total,3.6
2017,services,accommodation and food services,"professional, managers, executive and technicians",2.2
2017,services,accommodation and food services,"clerical, sales and services workers",4.1
2017,services,accommodation and food services,"production and transport operators, cleaners and labourers",3.3
2017,services,information and communications,total,1.6
2017,services,information and communications,"professional, managers, executive and technicians",1.5
2017,services,information and communications,"clerical, sales and services workers",2.2
2017,services,information and communications,"production and transport operators, cleaners and labourers",2.6
2017,services,financial and insurance services,total,1.3
2017,services,financial and insurance services,"professional, managers, executive and technicians",1.2
2017,services,financial and insurance services,"clerical, sales and services workers",2
2017,services,financial and insurance services,"production and transport operators, cleaners and labourers",0.8
2017,services,real estate services,total,2.7
2017,services,real estate services,"professional, managers, executive and technicians",1.3
2017,services,real estate services,"clerical, sales and services workers",2.6
2017,services,real estate services,"production and transport operators, cleaners and labourers",4.2
2017,services,professional services,total,1.5
2017,services,professional services,"professional, managers, executive and technicians",1.5
2017,services,professional services,"clerical, sales and services workers",1.9
2017,services,professional services,"production and transport operators, cleaners and labourers",1.6
2017,services,administrative and support services,total,3.6
2017,services,administrative and support services,"professional, managers, executive and technicians",2
2017,services,administrative and support services,"clerical, sales and services workers",3.3
2017,services,administrative and support services,"production and transport operators, cleaners and labourers",4.5
2017,services,"community, social and personal services",total,1
2017,services,"community, social and personal services","professional, managers, executive and technicians",0.8
2017,services,"community, social and personal services","clerical, sales and services workers",1.5
2017,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.6
2017,others,others,total,1.4
2017,others,others,"professional, managers, executive and technicians",0.6
2017,others,others,"clerical, sales and services workers",1.4
2017,others,others,"production and transport operators, cleaners and labourers",3
2018,total,total,total,1.8
2018,total,total,"professional, managers, executive and technicians",1.3
2018,total,total,"clerical, sales and services workers",2.5
2018,total,total,"production and transport operators, cleaners and labourers",2.2
2018,manufacturing,"food, beverages and tobacco",total,2.8
2018,manufacturing,"food, beverages and tobacco","professional, managers, executive and technicians",2
2018,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",3.4
2018,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",2.9
2018,manufacturing,"paper,rubber,plastic products and printing",total,1.7
2018,manufacturing,"paper,rubber,plastic products and printing","professional, managers, executive and technicians",1.1
2018,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",1.8
2018,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",2.1
2018,manufacturing,"petroleum, chemical and pharmaceutical products",total,0.9
2018,manufacturing,"petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",0.7
2018,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",1
2018,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.4
2018,manufacturing,"fabricated metal products, machinery and equipment",total,1.5
2018,manufacturing,"fabricated metal products, machinery and equipment","professional, managers, executive and technicians",1.3
2018,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.8
2018,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.5
2018,manufacturing,"electronic, computer and optical products",total,1.6
2018,manufacturing,"electronic, computer and optical products","professional, managers, executive and technicians",1.1
2018,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",1.3
2018,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",2.3
2018,manufacturing,transport equipment,total,1.3
2018,manufacturing,transport equipment,"professional, managers, executive and technicians",0.9
2018,manufacturing,transport equipment,"clerical, sales and services workers",1.4
2018,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.6
2018,manufacturing,other manufacturing industries,total,1.5
2018,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1.3
2018,manufacturing,other manufacturing industries,"clerical, sales and services workers",2.5
2018,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.5
2018,construction,construction,total,1.8
2018,construction,construction,"professional, managers, executive and technicians",1.7
2018,construction,construction,"clerical, sales and services workers",2
2018,construction,construction,"production and transport operators, cleaners and labourers",1.8
2018,services,wholesale and retail trade,total,2
2018,services,wholesale and retail trade,"professional, managers, executive and technicians",1.3
2018,services,wholesale and retail trade,"clerical, sales and services workers",2.9
2018,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",2.1
2018,services,transportation and storage,total,1.3
2018,services,transportation and storage,"professional, managers, executive and technicians",1.2
2018,services,transportation and storage,"clerical, sales and services workers",1.4
2018,services,transportation and storage,"production and transport operators, cleaners and labourers",1.4
2018,services,accommodation and food services,total,3.3
2018,services,accommodation and food services,"professional, managers, executive and technicians",2.2
2018,services,accommodation and food services,"clerical, sales and services workers",3.7
2018,services,accommodation and food services,"production and transport operators, cleaners and labourers",3.1
2018,services,information and communications,total,1.6
2018,services,information and communications,"professional, managers, executive and technicians",1.5
2018,services,information and communications,"clerical, sales and services workers",1.8
2018,services,information and communications,"production and transport operators, cleaners and labourers",1.5
2018,services,financial and insurance services,total,1.4
2018,services,financial and insurance services,"professional, managers, executive and technicians",1.3
2018,services,financial and insurance services,"clerical, sales and services workers",1.9
2018,services,financial and insurance services,"production and transport operators, cleaners and labourers",0.8
2018,services,real estate services,total,2.5
2018,services,real estate services,"professional, managers, executive and technicians",1.4
2018,services,real estate services,"clerical, sales and services workers",2.6
2018,services,real estate services,"production and transport operators, cleaners and labourers",3.8
2018,services,professional services,total,1.6
2018,services,professional services,"professional, managers, executive and technicians",1.6
2018,services,professional services,"clerical, sales and services workers",1.9
2018,services,professional services,"production and transport operators, cleaners and labourers",1.9
2018,services,administrative and support services,total,3.4
2018,services,administrative and support services,"professional, managers, executive and technicians",2
2018,services,administrative and support services,"clerical, sales and services workers",3
2018,services,administrative and support services,"production and transport operators, cleaners and labourers",4.3
2018,services,"community, social and personal services",total,1.1
2018,services,"community, social and personal services","professional, managers, executive and technicians",0.9
2018,services,"community, social and personal services","clerical, sales and services workers",1.7
2018,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.7
2018,others,others,total,1.4
2018,others,others,"professional, managers, executive and technicians",0.7
2018,others,others,"clerical, sales and services workers",1.9
2018,others,others,"production and transport operators, cleaners and labourers",2.7
2019,total,total,total,1.8
2019,total,total,"professional, managers, executive and technicians",1.2
2019,total,total,"clerical, sales and services workers",2.6
2019,total,total,"production and transport operators, cleaners and labourers",2.1
2019,manufacturing,"food, beverages and tobacco",total,2.6
2019,manufacturing,"food, beverages and tobacco","professional, managers, executive and technicians",1.4
2019,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",3.3
2019,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",2.7
2019,manufacturing,"paper,rubber,plastic products and printing",total,1.6
2019,manufacturing,"paper,rubber,plastic products and printing","professional, managers, executive and technicians",1
2019,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",1.8
2019,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",2
2019,manufacturing,"petroleum, chemical and pharmaceutical products",total,0.8
2019,manufacturing,"petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",0.7
2019,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",1.1
2019,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.1
2019,manufacturing,"fabricated metal products, machinery and equipment",total,1.4
2019,manufacturing,"fabricated metal products, machinery and equipment","professional, managers, executive and technicians",1.2
2019,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.7
2019,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.5
2019,manufacturing,"electronic, computer and optical products",total,1.5
2019,manufacturing,"electronic, computer and optical products","professional, managers, executive and technicians",1
2019,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",1.3
2019,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",2.2
2019,manufacturing,transport equipment,total,1.2
2019,manufacturing,transport equipment,"professional, managers, executive and technicians",0.8
2019,manufacturing,transport equipment,"clerical, sales and services workers",1.2
2019,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.5
2019,manufacturing,other manufacturing industries,total,1.4
2019,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1.2
2019,manufacturing,other manufacturing industries,"clerical, sales and services workers",2.1
2019,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.4
2019,construction,construction,total,1.8
2019,construction,construction,"professional, managers, executive and technicians",1.8
2019,construction,construction,"clerical, sales and services workers",2
2019,construction,construction,"production and transport operators, cleaners and labourers",1.8
2019,services,wholesale and retail trade,total,1.8
2019,services,wholesale and retail trade,"professional, managers, executive and technicians",1.2
2019,services,wholesale and retail trade,"clerical, sales and services workers",2.4
2019,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",1.9
2019,services,transportation and storage,total,1.4
2019,services,transportation and storage,"professional, managers, executive and technicians",1.2
2019,services,transportation and storage,"clerical, sales and services workers",1.4
2019,services,transportation and storage,"production and transport operators, cleaners and labourers",1.5
2019,services,accommodation and food services,total,3.4
2019,services,accommodation and food services,"professional, managers, executive and technicians",2.1
2019,services,accommodation and food services,"clerical, sales and services workers",4
2019,services,accommodation and food services,"production and transport operators, cleaners and labourers",3.2
2019,services,information and communications,total,1.6
2019,services,information and communications,"professional, managers, executive and technicians",1.6
2019,services,information and communications,"clerical, sales and services workers",1.9
2019,services,information and communications,"production and transport operators, cleaners and labourers",3.2
2019,services,financial and insurance services,total,1.2
2019,services,financial and insurance services,"professional, managers, executive and technicians",1.2
2019,services,financial and insurance services,"clerical, sales and services workers",1.6
2019,services,financial and insurance services,"production and transport operators, cleaners and labourers",1.9
2019,services,real estate services,total,2.5
2019,services,real estate services,"professional, managers, executive and technicians",1.4
2019,services,real estate services,"clerical, sales and services workers",2.9
2019,services,real estate services,"production and transport operators, cleaners and labourers",4.1
2019,services,professional services,total,1.7
2019,services,professional services,"professional, managers, executive and technicians",1.5
2019,services,professional services,"clerical, sales and services workers",2.5
2019,services,professional services,"production and transport operators, cleaners and labourers",1.8
2019,services,administrative and support services,total,3.5
2019,services,administrative and support services,"professional, managers, executive and technicians",2.1
2019,services,administrative and support services,"clerical, sales and services workers",3.7
2019,services,administrative and support services,"production and transport operators, cleaners and labourers",4
2019,services,"community, social and personal services",total,1
2019,services,"community, social and personal services","professional, managers, executive and technicians",0.8
2019,services,"community, social and personal services","clerical, sales and services workers",1.7
2019,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.4
2019,others,others,total,1.2
2019,others,others,"professional, managers, executive and technicians",0.6
2019,others,others,"clerical, sales and services workers",2.1
2019,others,others,"production and transport operators, cleaners and labourers",2
2020,total,total,total,1.5
2020,total,total,"professional, managers, executive and technicians",1
2020,total,total,"clerical, sales and services workers",2.4
2020,total,total,"production and transport operators, cleaners and labourers",1.9
2020,manufacturing,"food, beverages and tobacco",total,2.3
2020,manufacturing,"food, beverages and tobacco","professional, managers, executive and technicians",1.1
2020,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",2.6
2020,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",2.7
2020,manufacturing,"paper,rubber,plastic products and printing",total,1.7
2020,manufacturing,"paper,rubber,plastic products and printing","professional, managers, executive and technicians",1
2020,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",1.7
2020,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",2.2
2020,manufacturing,"petroleum, chemical and pharmaceutical products",total,0.7
2020,manufacturing,"petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",0.6
2020,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",0.7
2020,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.2
2020,manufacturing,"fabricated metal products, machinery and equipment",total,1.2
2020,manufacturing,"fabricated metal products, machinery and equipment","professional, managers, executive and technicians",0.9
2020,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.3
2020,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.4
2020,manufacturing,"electronic, computer and optical products",total,1
2020,manufacturing,"electronic, computer and optical products","professional, managers, executive and technicians",0.7
2020,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",0.6
2020,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",1.6
2020,manufacturing,transport equipment,total,1.1
2020,manufacturing,transport equipment,"professional, managers, executive and technicians",0.7
2020,manufacturing,transport equipment,"clerical, sales and services workers",1.6
2020,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.2
2020,manufacturing,other manufacturing industries,total,1.2
2020,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1
2020,manufacturing,other manufacturing industries,"clerical, sales and services workers",1.1
2020,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.4
2020,construction,construction,total,1.4
2020,construction,construction,"professional, managers, executive and technicians",1.2
2020,construction,construction,"clerical, sales and services workers",1.4
2020,construction,construction,"production and transport operators, cleaners and labourers",1.5
2020,services,wholesale and retail trade,total,1.7
2020,services,wholesale and retail trade,"professional, managers, executive and technicians",0.8
2020,services,wholesale and retail trade,"clerical, sales and services workers",2.3
2020,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",2.5
2020,services,transportation and storage,total,1.1
2020,services,transportation and storage,"professional, managers, executive and technicians",0.8
2020,services,transportation and storage,"clerical, sales and services workers",1.1
2020,services,transportation and storage,"production and transport operators, cleaners and labourers",1.3
2020,services,accommodation and food services,total,3.5
2020,services,accommodation and food services,"professional, managers, executive and technicians",1.9
2020,services,accommodation and food services,"clerical, sales and services workers",4
2020,services,accommodation and food services,"production and transport operators, cleaners and labourers",3.5
2020,services,information and communications,total,1.5
2020,services,information and communications,"professional, managers, executive and technicians",1.4
2020,services,information and communications,"clerical, sales and services workers",2.8
2020,services,information and communications,"production and transport operators, cleaners and labourers",1.8
2020,services,financial and insurance services,total,0.9
2020,services,financial and insurance services,"professional, managers, executive and technicians",0.8
2020,services,financial and insurance services,"clerical, sales and services workers",1.1
2020,services,financial and insurance services,"production and transport operators, cleaners and labourers",2
2020,services,real estate services,total,1.6
2020,services,real estate services,"professional, managers, executive and technicians",1
2020,services,real estate services,"clerical, sales and services workers",1.9
2020,services,real estate services,"production and transport operators, cleaners and labourers",2.8
2020,services,professional services,total,1.3
2020,services,professional services,"professional, managers, executive and technicians",1.3
2020,services,professional services,"clerical, sales and services workers",1.5
2020,services,professional services,"production and transport operators, cleaners and labourers",1.4
2020,services,administrative and support services,total,3.1
2020,services,administrative and support services,"professional, managers, executive and technicians",1.7
2020,services,administrative and support services,"clerical, sales and services workers",3.4
2020,services,administrative and support services,"production and transport operators, cleaners and labourers",3.4
2020,services,"community, social and personal services",total,0.9
2020,services,"community, social and personal services","professional, managers, executive and technicians",0.7
2020,services,"community, social and personal services","clerical, sales and services workers",1.5
2020,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.6
2020,others,others,total,0.9
2020,others,others,"professional, managers, executive and technicians",0.5
2020,others,others,"clerical, sales and services workers",0.5
2020,others,others,"production and transport operators, cleaners and labourers",1.8
2021,total,total,total,1.7
2021,total,total,"professional, managers, executive and technicians",1.3
2021,total,total,"clerical, sales and services workers",2.5
2021,total,total,"production and transport operators, cleaners and labourers",1.9
2021,manufacturing,"food, beverages and tobacco",total,2.5
2021,manufacturing,"food, beverages and tobacco","professional, managers, executive and technicians",1.5
2021,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",3
2021,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",2.9
2021,manufacturing,"paper,rubber,plastic products and printing",total,1.9
2021,manufacturing,"paper,rubber,plastic products and printing","professional, managers, executive and technicians",1.2
2021,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",1.7
2021,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",2.4
2021,manufacturing,"petroleum, chemical and pharmaceutical products",total,1.1
2021,manufacturing,"petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",1
2021,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",1.2
2021,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.6
2021,manufacturing,"fabricated metal products, machinery and equipment",total,1.5
2021,manufacturing,"fabricated metal products, machinery and equipment","professional, managers, executive and technicians",1.3
2021,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.6
2021,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.7
2021,manufacturing,"electronic, computer and optical products",total,1.6
2021,manufacturing,"electronic, computer and optical products","professional, managers, executive and technicians",1.2
2021,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",0.9
2021,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",2.3
2021,manufacturing,transport equipment,total,1.2
2021,manufacturing,transport equipment,"professional, managers, executive and technicians",0.9
2021,manufacturing,transport equipment,"clerical, sales and services workers",0.9
2021,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.4
2021,manufacturing,other manufacturing industries,total,1.5
2021,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1.4
2021,manufacturing,other manufacturing industries,"clerical, sales and services workers",1.4
2021,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.6
2021,construction,construction,total,1.3
2021,construction,construction,"professional, managers, executive and technicians",1.4
2021,construction,construction,"clerical, sales and services workers",1.4
2021,construction,construction,"production and transport operators, cleaners and labourers",1.3
2021,services,wholesale and retail trade,total,1.8
2021,services,wholesale and retail trade,"professional, managers, executive and technicians",1.2
2021,services,wholesale and retail trade,"clerical, sales and services workers",2.6
2021,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",1.8
2021,services,transportation and storage,total,1.4
2021,services,transportation and storage,"professional, managers, executive and technicians",1.1
2021,services,transportation and storage,"clerical, sales and services workers",1.5
2021,services,transportation and storage,"production and transport operators, cleaners and labourers",1.6
2021,services,accommodation and food services,total,3.2
2021,services,accommodation and food services,"professional, managers, executive and technicians",2
2021,services,accommodation and food services,"clerical, sales and services workers",3.9
2021,services,accommodation and food services,"production and transport operators, cleaners and labourers",2.8
2021,services,information and communications,total,2
2021,services,information and communications,"professional, managers, executive and technicians",2
2021,services,information and communications,"clerical, sales and services workers",2.6
2021,services,information and communications,"production and transport operators, cleaners and labourers",2.3
2021,services,financial and insurance services,total,1.3
2021,services,financial and insurance services,"professional, managers, executive and technicians",1.3
2021,services,financial and insurance services,"clerical, sales and services workers",1.6
2021,services,financial and insurance services,"production and transport operators, cleaners and labourers",1.4
2021,services,real estate services,total,2.1
2021,services,real estate services,"professional, managers, executive and technicians",1.6
2021,services,real estate services,"clerical, sales and services workers",2.4
2021,services,real estate services,"production and transport operators, cleaners and labourers",3.2
2021,services,professional services,total,1.7
2021,services,professional services,"professional, managers, executive and technicians",1.7
2021,services,professional services,"clerical, sales and services workers",1.7
2021,services,professional services,"production and transport operators, cleaners and labourers",1.3
2021,services,administrative and support services,total,3.1
2021,services,administrative and support services,"professional, managers, executive and technicians",1.9
2021,services,administrative and support services,"clerical, sales and services workers",3.4
2021,services,administrative and support services,"production and transport operators, cleaners and labourers",3.3
2021,services,"community, social and personal services",total,1.1
2021,services,"community, social and personal services","professional, managers, executive and technicians",0.9
2021,services,"community, social and personal services","clerical, sales and services workers",1.6
2021,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.5
2021,others,others,total,1.1
2021,others,others,"professional, managers, executive and technicians",0.8
2021,others,others,"clerical, sales and services workers",1.4
2021,others,others,"production and transport operators, cleaners and labourers",1.7
2022,total,total,total,1.7
2022,total,total,"professional, managers, executive and technicians",1.4
2022,total,total,"clerical, sales and services workers",2.5
2022,total,total,"production and transport operators, cleaners and labourers",1.8
2022,manufacturing,"food, beverages and tobacco",total,2.1
2022,manufacturing,"food, beverages and tobacco","professional, managers, executive and technicians",1.3
2022,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",2.7
2022,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",2.2
2022,manufacturing,"paper,rubber,plastic products and printing",total,1.5
2022,manufacturing,"paper,rubber,plastic products and printing","professional, managers, executive and technicians",1.2
2022,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",1.7
2022,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",1.8
2022,manufacturing,"petroleum, chemical and pharmaceutical products",total,1.1
2022,manufacturing,"petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",1
2022,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",1.3
2022,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.5
2022,manufacturing,"fabricated metal products, machinery and equipment",total,1.5
2022,manufacturing,"fabricated metal products, machinery and equipment","professional, managers, executive and technicians",1.4
2022,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.6
2022,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.4
2022,manufacturing,"electronic, computer and optical products",total,1.5
2022,manufacturing,"electronic, computer and optical products","professional, managers, executive and technicians",1.2
2022,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",0.8
2022,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",2
2022,manufacturing,transport equipment,total,1.2
2022,manufacturing,transport equipment,"professional, managers, executive and technicians",1
2022,manufacturing,transport equipment,"clerical, sales and services workers",1.2
2022,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.4
2022,manufacturing,other manufacturing industries,total,1.4
2022,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1.3
2022,manufacturing,other manufacturing industries,"clerical, sales and services workers",1.5
2022,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.4
2022,construction,construction,total,1.3
2022,construction,construction,"professional, managers, executive and technicians",1.3
2022,construction,construction,"clerical, sales and services workers",1.4
2022,construction,construction,"production and transport operators, cleaners and labourers",1.3
2022,services,wholesale and retail trade,total,1.8
2022,services,wholesale and retail trade,"professional, managers, executive and technicians",1.3
2022,services,wholesale and retail trade,"clerical, sales and services workers",2.6
2022,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",1.7
2022,services,transportation and storage,total,1.5
2022,services,transportation and storage,"professional, managers, executive and technicians",1.2
2022,services,transportation and storage,"clerical, sales and services workers",1.8
2022,services,transportation and storage,"production and transport operators, cleaners and labourers",1.6
2022,services,accommodation and food services,total,3
2022,services,accommodation and food services,"professional, managers, executive and technicians",1.9
2022,services,accommodation and food services,"clerical, sales and services workers",3.6
2022,services,accommodation and food services,"production and transport operators, cleaners and labourers",2.6
2022,services,information and communications,total,2.1
2022,services,information and communications,"professional, managers, executive and technicians",2.1
2022,services,information and communications,"clerical, sales and services workers",2.7
2022,services,information and communications,"production and transport operators, cleaners and labourers",2.1
2022,services,financial and insurance services,total,1.4
2022,services,financial and insurance services,"professional, managers, executive and technicians",1.4
2022,services,financial and insurance services,"clerical, sales and services workers",1.9
2022,services,financial and insurance services,"production and transport operators, cleaners and labourers",1.7
2022,services,real estate services,total,1.9
2022,services,real estate services,"professional, managers, executive and technicians",1.5
2022,services,real estate services,"clerical, sales and services workers",2.3
2022,services,real estate services,"production and transport operators, cleaners and labourers",2.7
2022,services,professional services,total,1.6
2022,services,professional services,"professional, managers, executive and technicians",1.6
2022,services,professional services,"clerical, sales and services workers",1.9
2022,services,professional services,"production and transport operators, cleaners and labourers",1.1
2022,services,administrative and support services,total,3.1
2022,services,administrative and support services,"professional, managers, executive and technicians",2.1
2022,services,administrative and support services,"clerical, sales and services workers",3.1
2022,services,administrative and support services,"production and transport operators, cleaners and labourers",3.5
2022,services,"community, social and personal services",total,1.2
2022,services,"community, social and personal services","professional, managers, executive and technicians",1
2022,services,"community, social and personal services","clerical, sales and services workers",1.7
2022,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.5
2022,others,others,total,1.2
2022,others,others,"professional, managers, executive and technicians",0.9
2022,others,others,"clerical, sales and services workers",1.1
2022,others,others,"production and transport operators, cleaners and labourers",1.8
2023,total,total,total,1.4
2023,total,total,"professional, managers, executive and technicians",1.1
2023,total,total,"clerical, sales and services workers",2.1
2023,total,total,"production and transport operators, cleaners and labourers",1.7
2023,manufacturing,"food, beverages and tobacco",total,1.8
2023,manufacturing,"food, beverages and tobacco","professional, managers, executive and technicians",1
2023,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",2.2
2023,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",2
2023,manufacturing,"paper,rubber,plastic products and printing",total,1.4
2023,manufacturing,"paper,rubber,plastic products and printing","professional, managers, executive and technicians",1
2023,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",0.9
2023,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",1.7
2023,manufacturing,"petroleum, chemical and pharmaceutical products",total,0.8
2023,manufacturing,"petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",0.7
2023,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",1.2
2023,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",1.1
2023,manufacturing,"fabricated metal products, machinery and equipment",total,1.2
2023,manufacturing,"fabricated metal products, machinery and equipment","professional, managers, executive and technicians",1
2023,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",1.2
2023,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1.4
2023,manufacturing,"electronic, computer and optical products",total,1.1
2023,manufacturing,"electronic, computer and optical products","professional, managers, executive and technicians",0.9
2023,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",0.8
2023,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",1.7
2023,manufacturing,transport equipment,total,1.1
2023,manufacturing,transport equipment,"professional, managers, executive and technicians",0.9
